ep_RA.Q21A,ep_RA.Y20I,ep_RA.Q21M,sigma.1,sigma.2,sigma.3,logp
-12.253174246959006,-11.88233632902436,-11.716302306259006,2.08589385256695,2.0513212280451123,2.0686921303512347,-7291.49785142925
-12.176305569286807,-11.789779915926282,-11.753802544499841,2.0292280933310005,2.103265906830394,2.068469655629972,-7289.789365793079
-12.168995980674762,-11.904164920236237,-11.786337568604068,2.087667358747387,2.070995734777903,2.0505946609320587,-7290.226692339988
-12.146530223188876,-11.935449739806703,-11.802377067239066,2.069795084152261,2.000932117081193,2.059512159395244,-7293.817905579926
-12.236516912845598,-11.9106054117136,-11.716239133441317,2.0929231291896104,2.0880576375640376,2.0758233032570375,-7290.860492236382
-12.13592489496685,-12.066992583524941,-11.743510152031321,2.0504197580270747,2.0394714384750303,2.018519098417796,-7297.263783977084
-12.184089165735845,-11.880327802238028,-11.810410938910808,2.052568418619061,2.0693848456246924,2.055275761393723,-7289.29311860411
-12.079840219365881,-11.811625985468066,-11.814686973245218,2.0093712097531835,2.0907835374873196,2.0603031996787045,-7292.0305332657545
-12.11979209543971,-11.823529547084556,-11.787115976001507,2.015773872298077,2.0286485820079343,2.129981970114778,-7292.962947785488
-12.14021195749685,-11.80712909794433,-11.790618672062239,2.0718351242535356,2.0799392846638636,2.0528232208016086,-7290.236437041561
-12.268725783799676,-11.779239172756121,-11.73847449735293,2.0215331294697987,2.0648763061915036,2.079011825810684,-7291.98813809573
-12.23220579229491,-11.92251766622514,-11.750077497584353,2.0664869970667703,2.1283332986170267,2.0708820162575186,-7290.2925043862515
-12.229086199568567,-11.85374136085705,-11.832326104118447,1.9865376341149865,2.0922459019315918,2.1251045784953955,-7292.3924894260435
-12.23296229412421,-11.85981364287108,-11.761758030295338,2.062760412610321,2.1153103040073247,2.152703156211691,-7291.691979172216
-12.148468264135358,-11.918136601243082,-11.737699143967129,2.0737111522847895,2.061714171808444,2.015429423095426,-7291.6879803124
-12.22752419788449,-11.91064143612982,-11.756104859414707,2.054486778467259,2.0813938408564736,2.0238015994765357,-7290.564440163796
-12.17145859681715,-11.910285024068878,-11.771972927257366,2.0177818531231018,2.1152454310657998,2.0622435652512046,-7289.540253140531
-12.082964685636076,-11.90695500876432,-11.755697422942587,2.0361747925372207,2.0892165426805454,2.1368731851304865,-7291.793071468495
-12.179857889900632,-11.760753435793253,-11.770422301650234,2.037855288427629,2.070945107835419,2.185078952209925,-7294.845176235779
-12.227758209211167,-11.89118466843968,-11.793417499598073,2.115847522261058,2.0907531907702133,2.071209265649906,-7291.669786600328
-12.240620584567623,-11.911551729410325,-11.769995023059762,2.091489637709651,2.05400103851725,2.0867657474642836,-7291.193816892941
-12.135865378414051,-11.810046583540322,-11.765541777152482,2.065724763254871,2.116083595277228,1.9885203023915747,-7293.535265685016
-12.292012278072695,-11.778636819631956,-11.818271013119553,2.0884314820994354,2.074508984803165,2.017963398242263,-7295.031952682508
-12.174194388866344,-11.886574216469791,-11.688251596708595,2.0832161703605334,2.055902200011135,2.078431232529038,-7290.7370776384505
-12.16610027098976,-11.93055921581718,-11.71138239118359,2.0413175158116292,2.1265848256520474,2.111137512555903,-7290.420125197858
-12.166047779931255,-11.927265118787895,-11.78923067196748,2.1004105365008114,2.0586546226605478,2.0502124395162284,-7291.463269863412
-12.24359362841528,-11.865587490716843,-11.700694306842797,2.020073272825582,2.1349747470847644,2.0814669404623665,-7291.085075727866
-12.219228644586465,-11.770580568040288,-11.762837839425199,2.0277044811631453,2.0875301476867962,2.06812427206461,-7290.509289759711
-12.154122436148851,-11.831269874978979,-11.843459262911564,2.038220143079173,2.1180137290254306,2.06286097791293,-7290.130766583506
-12.175501449785866,-11.91979764500716,-11.693015983745047,2.0421869669416313,2.080097595335833,2.042197224586229,-7290.222597629509
-12.1295394806632,-11.910902537559336,-11.759457007594634,2.0612198575494602,2.058404806726801,2.147370469360091,-7291.700977030334
-12.083999560714219,-11.846160505871495,-11.77354424406651,2.0329385510226503,2.1032232046407624,2.0855900148400237,-7290.480498377022
-12.174688750721021,-11.892047400513475,-11.834841445577842,2.010147684617193,2.04569078200073,2.0218701355690185,-7292.218943002522
-12.20071831825425,-11.809096445533068,-11.670322714053667,1.9846691958653584,2.1042435371794337,2.026433285453105,-7293.762173022774
-12.19806111028605,-11.940732659210582,-11.749887141925077,2.0638394251958814,2.043614373602661,2.0492431112037175,-7290.8993212203295
-12.172764330549125,-11.778158889403263,-11.805452117421874,2.0139685893127868,2.0843825700332825,2.072351760755916,-7290.5646316845905
-12.053603532491568,-11.851114359074248,-11.690869051233094,2.02049383053565,2.067826414257277,2.006778641336171,-7295.102227632196
-12.18231262626877,-11.878536241054453,-11.728850933254824,2.0125061665097843,2.09430796380718,2.101014518668337,-7289.566751955348
-12.07690142699189,-11.881746476431566,-11.771241080002318,2.05829436994848,2.0808065554419493,2.032218983157581,-7291.470509586804
-12.123703601766152,-11.848784047883989,-11.8478079463452,2.010570393946076,2.087049700569608,2.0818929598921536,-7290.723587257258
-12.191479548105042,-11.818947769664453,-11.873815392253395,2.0437290454529107,2.0760731425054844,2.079384739825562,-7290.576977940272
-12.184532446022184,-11.952034040670414,-11.682101179833193,2.0481163194472365,2.113330390982571,2.054453164964138,-7290.823821681242
-12.14411498070092,-11.829323292801115,-11.75986170830362,2.07935639753776,2.0696927138049057,2.100551977840058,-7290.1072779861415
-12.20945089724907,-11.813823184046912,-11.80698885128065,2.0483208167601767,2.085886147509087,2.0605612239017383,-7289.579348732359
-12.288622275986715,-11.744603003568372,-11.720987544767496,2.0857726206413747,2.0956551622518904,2.1230265471664977,-7294.798958089183
-12.177545462666338,-11.888818437065428,-11.748159106568945,2.0597436281320833,2.070877346099495,2.138808411767217,-7290.39616633731
-12.261162890788459,-11.915853018506372,-11.645564363370148,1.985360656940344,2.0987068406258294,2.042234365812874,-7294.6034731243335
-12.159357961819007,-11.963097408483858,-11.778406081352015,2.0254758680611604,2.0488874795012553,2.005400523374757,-7293.146563171715
-12.220401070985828,-11.835747877695347,-11.800311605821525,2.009686563733916,2.100083563058672,2.0317934370465753,-7290.871340240842
-12.173823451947737,-11.858434727711039,-11.639777369698027,2.039973517367588,2.0825047351871633,2.0784197818368972,-7290.725155774838
-12.172499344678956,-11.936654175406659,-11.863560566723207,2.050180396400479,2.122907900944822,2.0306595362401585,-7291.787384771018
-12.179187172748644,-11.856143168024863,-11.831756578758494,2.045110197969565,2.050614465954269,2.019220018985192,-7291.436335571804
-12.144715196735392,-11.861603904155746,-11.840347715869111,2.0173368957192386,2.0388161186302383,2.071250971840976,-7291.195846732942
-12.275108055986031,-11.958698648284765,-11.865528919214805,2.103033610690955,2.046716699925689,2.072367369142922,-7295.051154342442
-12.102858926385485,-11.942726406689811,-11.784945119678346,1.9881722234438504,2.1150767764173186,2.0745922488653696,-7292.414052870118
-12.153938914549633,-11.778855434208888,-11.772908376134348,2.0193366268420356,2.0426308863420872,2.086760071441657,-7291.429145680762
-12.156273729101212,-11.872159255509086,-11.68940331770588,2.0508497959298286,2.1688134389581557,2.0894755902358897,-7292.049507911056
-12.141528111008716,-11.971210701942997,-11.758494903343701,2.027698985503471,2.0995514346169766,2.1152860573155006,-7290.887126086005
-12.270506956846592,-11.824496921002694,-11.828647111817297,1.9859285199244228,2.1313366275232513,2.0957348975560786,-7293.719111287403
-12.159867205573645,-11.74757526217105,-11.80255517446381,2.040160490935998,2.0966917008279147,2.0917722563460686,-7291.014682148177
-12.261159574283544,-11.84972055846384,-11.6664286740622,2.0457419303276065,2.0674762787828316,2.114698233745556,-7291.888920233544
-12.24195116073783,-11.923795888327492,-11.735111792679664,2.016348975804963,2.0452153603530134,2.0647748294157338,-7291.271180888951
-12.214103613484287,-11.886877862946521,-11.842192343766914,2.0322034836225478,2.100941547590288,2.051525237350318,-7289.984710972406
-12.185701786159019,-11.859521514877798,-11.793017592324983,2.083007167216117,2.1441623906504503,2.0311709192378657,-7291.614650124922
-12.180239738300017,-11.867129660904062,-11.710073832947097,2.055148149594818,2.1031627932169306,2.1028112493055726,-7289.370735313754
-12.303989326860004,-11.873220467287428,-11.7152030726413,2.069947270535279,2.1203286154209553,2.042646922571987,-7292.930077495193
-12.224291740239888,-11.9451484700968,-11.679457668788745,2.041120771416981,2.072081524633139,2.053984751308069,-7291.075626408555
-12.25014596838981,-11.88120983588325,-11.780821303380959,2.077427621577623,2.119770224035897,2.120143764386863,-7291.087707898423
-12.175578477073215,-11.91903904904335,-11.863840998692776,2.1217865709089003,2.1160710903532514,2.1295420352643197,-7294.290734781632
-12.126746918977881,-11.940644760075875,-11.817754404031128,2.051319900347463,2.1281286197118807,2.1132766613188205,-7291.079286552596
-12.092829441100339,-11.862674399435663,-11.71291242973556,2.048121981305035,2.0784588862621294,2.123971899633961,-7291.192325156464
-12.163084347118616,-11.881051374011676,-11.802904204779818,2.089893926706229,2.0715481500709183,2.0881883518421445,-7290.050716733741
-12.17424484501429,-11.772176541752762,-11.689077793868966,1.964436941425235,2.0821763087481475,2.0078115824272422,-7296.73165959342
-12.24860299661445,-11.793594522223382,-11.697009880399643,1.9991016915546267,2.0453472392854786,2.027433002850051,-7294.277630792294
-12.154304830870801,-11.969890555692627,-11.885285627526448,2.063963403852334,2.1218689557047408,2.101690612371541,-7292.507943154462
-12.140665297183098,-11.844987669297671,-11.858960608852293,2.032084978557494,2.0722196659314203,2.0612755417732616,-7290.430601864462
-12.151026887750835,-11.91631066701235,-11.73608065699015,2.0169482774296132,2.0441794716478294,1.9905706783449253,-7293.96743441207
-12.210822867005705,-11.80679182691296,-11.670131835496168,1.9866164312912769,2.0838912716139397,2.0281891788434194,-7293.648776275729
-12.203472814031095,-11.975189392153144,-11.759483464039114,2.0322787831954394,2.0810578784573046,2.104912005614165,-7290.533140907513
-12.240160024450493,-11.846769588978429,-11.81223328100782,2.049324156390935,2.055440979771869,2.0999508313341457,-7290.359804058417
-12.154021869355372,-11.79917510435696,-11.790870754284542,2.02794617038444,2.0339774954952317,2.1074819833899223,-7291.557166339022
-12.227953443340805,-11.889639627436594,-11.741186476415665,2.0707654833615248,2.0766192281167535,2.071528032923369,-7289.580856768852
-12.16170033354415,-11.962452674825073,-11.824648423593018,2.0972296451301875,2.142394598490759,2.016404642077256,-7294.30279500299
-12.18675277848829,-11.801892072609427,-11.801243359697963,2.032359413814746,2.05861097571898,2.0998207484584186,-7290.195076471246
-12.113959657207618,-11.83273135864152,-11.713669608326798,2.0873409129212726,2.0648698753023664,2.07330357516048,-7291.178895188092
-12.258342729701727,-11.917371190991988,-11.748871234996319,2.052572545885847,2.1280548930203436,2.027692730661498,-7291.712467233709
-12.24586034749574,-11.819119501675807,-11.800192174248275,2.077230864113621,2.0962245742878114,2.0959767661070097,-7290.56774521721
-12.249081104260757,-11.831525958896204,-11.817448903363749,2.0261128195855584,2.097171793351998,2.060971295178539,-7290.36140595191
-12.091095900290666,-11.96858773900841,-11.691034543038363,2.064663925470412,2.133975143222023,2.0777219865809893,-7292.868400063476
-12.25117110575978,-11.83736565339747,-11.732622371887109,2.0763266662320667,2.0258098304297656,2.11061448618404,-7292.7333551140855
-12.186889494764605,-11.750320240419837,-11.752959865294471,2.0370327678847446,2.0582132116208025,2.0969737251961873,-7291.37598754932
-12.244713705891234,-11.856367347932887,-11.824754307486252,2.063798874254295,2.0334205455588568,2.1051953629578084,-7291.789896316208
-12.15828746854468,-11.831068426406652,-11.736919549702616,2.081497239000732,2.130770953201176,2.080593577966914,-7290.408299432824
-12.114554436615112,-11.90624323606656,-11.725964060566904,2.02924688544383,2.038399183801536,2.0541903612830854,-7291.369714997231
-12.140055769719886,-11.871825981631531,-11.852164804744637,2.0404935095997847,2.1136727919224474,2.0526165257393454,-7290.319194001951
-12.239407995616778,-11.853320822151437,-11.771493792978521,2.086320741131508,2.0661626077453144,2.0640275080111605,-7290.514073686861
-12.103919989042543,-11.798848760877446,-11.696293681467639,2.063565264042049,2.054516048139316,2.085322267257871,-7291.812899590639
-12.14741130283587,-11.844405063700803,-11.774482613610463,2.0171307491372867,2.0622052470907053,2.0908338107388964,-7289.757596016788
-12.139667280171956,-11.89740069978155,-11.725777286230501,2.038755614408496,2.0948353441655985,2.00801265715199,-7291.370689463667
-12.10856378571053,-11.87851220231844,-11.826577345486207,2.0256774205839183,2.0781154222121567,2.0693370391625345,-7290.247327914297
-12.250363600924292,-11.735517492888281,-11.66484082245305,2.038795459596496,2.028688232701103,2.0716996303735407,-7295.36775675982
-12.116375815079554,-11.915232635743914,-11.716896789402071,1.9898545398267449,2.06567630233496,2.0641016345502563,-7291.969702588228
-12.141393945035576,-11.893298015802227,-11.768543537106638,1.9996683775382764,2.0921211369568558,2.1604913547597393,-7292.646399615996
-12.314398992363241,-11.887831423434529,-11.75029954569512,2.049191191179088,2.0610256015355164,2.125058849975575,-7293.2095824899925
-12.245721272897642,-11.87825708393697,-11.757328231460368,2.0183714291015953,2.1027977562942533,2.091379276059484,-7289.919274782645
-12.239846628640171,-11.888702120268743,-11.79088895252027,2.0466882101118613,2.051074869908076,2.1333852076415556,-7291.246679503997
-12.076734968680835,-11.834890963969766,-11.70923848514862,1.9854226771018422,2.135608253997124,2.1176607558507414,-7294.628487525129
-12.186014988230497,-11.877545019163845,-11.826169222961228,2.0064442215930915,2.101828391831717,2.114645082081166,-7290.409458313072
-12.171509940390758,-11.891483398324615,-11.748676168343794,2.022465128908352,2.1035333875717956,2.0867167418385772,-7289.056475985666
-12.196992177483121,-11.795490978457542,-11.790844493836618,2.015228325224827,2.119878011631764,2.0906969602841867,-7290.413799409908
-12.090752107508372,-11.8679763088692,-11.739098707248178,2.0169830384820346,2.0951941544466015,2.0365500662022376,-7291.304479795328
-12.17290732822978,-11.87465717088205,-11.747166487505163,2.0158804080169985,2.070510115046635,2.0296940522189173,-7290.311288069723
-12.050189386575505,-11.935940478883827,-11.857588716256057,2.1051324714617707,2.1256059109721015,2.1170408911956318,-7295.827290512333
-12.219186564464025,-11.814141393503546,-11.769885348605165,2.058487551549382,2.113700674719209,2.0454825750287124,-7290.112710712474
-12.185806467049446,-11.871768814814784,-11.794401675404755,2.075397734436593,2.1098399282961022,2.130016460883106,-7290.377599062055
-12.15668660074059,-11.929778411656631,-11.737307628487288,2.04453369975148,2.1129255658404427,2.0935425167142676,-7289.518605391789
-12.296701675943549,-11.901832725131309,-11.796216690512779,2.073177700048553,2.0924745112251717,2.051889657722606,-7291.922876845728
-12.222292516355541,-11.838701573933692,-11.795114533912221,2.000464850298,2.0746879959452094,2.0935545453034257,-7290.492384365447
-12.195734922332129,-11.882486168769383,-11.719131293300148,2.0016725676312794,2.033118353611917,2.0698064849370326,-7291.5578541097675
-12.187451013080699,-11.876746543593397,-11.783882766408746,1.9947900540631989,2.067905979478952,2.043330811431529,-7290.7847084556815
-12.256477804355862,-11.922852103065406,-11.842478198124347,2.0131427338037375,2.0818639331490494,2.1380088751915416,-7292.672558894606
-12.20056071603443,-11.860447059820391,-11.707691853309191,2.04092962437984,2.0831436504161664,2.1193240373863063,-7289.834713043796
-12.19033375961925,-11.971080325603813,-11.59272925931732,2.072011243151407,2.0622127202954146,2.0250287639451443,-7295.936370969936
-12.111426746833203,-11.967960798228997,-11.741179703522908,2.0706854949303692,2.0912757563786055,2.0975190759301494,-7291.189970953561
-12.111368768780565,-11.857687200449122,-11.720016611372165,2.0176796141957793,2.087151304576345,2.0856825868721773,-7290.18742325681
-12.155614010446982,-11.822130411426027,-11.778656879909704,2.0263473953313333,2.1330389811024184,2.087706640846748,-7290.032661605988
-12.224385639883264,-11.881455446635766,-11.87052554921204,2.055847339036035,2.171366673539674,2.008928170416612,-7295.260288150737
-12.102186342495719,-11.91984640212016,-11.769796240701313,2.047451190131496,2.079984891083535,2.0981783279296424,-7290.144374013756
-12.139793698324935,-11.849944651944215,-11.758859330503515,2.0564819183372594,2.1170287960811462,2.1085466903074126,-7289.684685540599
-12.244720964952451,-11.850986431054393,-11.920396068545223,2.0264311039035228,2.1422250654213975,2.1079666391345215,-7294.041439229043
-12.04026961844905,-11.9163749545603,-11.832896517115087,2.075706627196822,2.0563095336741672,2.0491826914510693,-7294.0792821320065
-12.242507068282869,-11.950758220125639,-11.765634222740612,2.064526713579828,2.08739314925501,2.1326698988899184,-7291.46608092879
-12.187245465579645,-11.698628818842,-11.652825342002288,2.0457773527604965,2.1057047465907774,2.0530996681593456,-7294.650342818594
-12.114618498993506,-11.852050209359941,-11.795269161235863,2.0069734462937068,2.0894675293045397,2.046360209562524,-7290.747823155701
-12.163635241770967,-11.850970951881044,-11.81494566997881,2.0975619550276043,2.041566346082472,2.097508083026876,-7291.67893881509
-12.201815319086785,-11.905329738912766,-11.761542340200966,2.0258526201321585,2.1341755350690548,2.085717464202136,-7289.825679184448
-12.139476721692226,-11.889609757879988,-11.758414403052281,2.008682236687667,2.067517457177368,2.0626812486202915,-7289.99617444097
-12.217999778699857,-11.811487804012973,-11.814390731109643,1.9895650573435197,2.1285556303492297,2.088112035872616,-7292.001952187272
-12.113633453100125,-11.88751953532648,-11.784858843227411,2.067767255714964,2.0278526282726124,2.1001840302295114,-7291.71645377617
-12.147605483519083,-11.833250220873861,-11.758038325847352,2.036754843794487,2.0774742881237316,2.0101003540081552,-7291.151940168262
-12.263013868189336,-11.842619242367437,-11.791764597331207,2.028389539618078,2.1267894604187605,2.051724377019096,-7291.0564319542345
-12.177833446230082,-11.946244837020329,-11.787553126002813,2.033694224946907,2.046576463428759,2.122461722487144,-7291.119410174664
-12.244127452715253,-11.794888591792517,-11.642473007303323,2.026819361207538,2.0484105939275947,2.04053700355533,-7293.87187140117
-12.181305458400548,-11.880796145071043,-11.768782008808067,2.0171800005166185,2.1014858493957247,2.0016193622110183,-7291.639808746704
-12.21696279507655,-11.894904795335641,-11.77324991834629,2.0441907882148147,2.141898730666883,2.1256868133839233,-7290.887341824757
-12.226866786399299,-11.813238714568982,-11.81389270318807,2.0319248390524285,2.145601375540736,2.092685652224153,-7291.167553472503
-12.154967967650567,-11.858868124464951,-11.821466877743129,2.041509643965005,2.117476430343537,2.030802695295552,-7290.388553897987
-12.273301013256345,-11.849119650366742,-11.72333323649868,1.9887156452255579,2.0740202055801067,2.1249677242078238,-7293.339264059731
-12.157978088116804,-11.897999341279387,-11.689874324773005,2.068384839336658,2.123125744695692,2.0516528592047174,-7290.573100811506
-12.18666515096651,-11.819468210841942,-11.779479286913455,2.0336914470089926,2.1641195416889207,2.051415732212931,-7291.594426425069
-12.167227912067197,-11.948622468889441,-11.734369173276965,2.060415781243769,2.040194583526857,2.042176554680312,-7291.429991983511
-12.198096394864173,-11.828134833899053,-11.82297347941065,2.058969611554333,2.0867308501166777,2.076515532282789,-7289.434055976583
-12.09207708584196,-11.894371601984133,-11.755137106249203,2.02946516085584,2.071123830463493,2.057580363604612,-7290.515419104835
-12.117498534832325,-11.804889739551559,-11.824610859051639,2.070779034947496,2.0686138328378987,2.0317867001334706,-7291.839667087802
-12.160717263604868,-11.979927945427592,-11.77769395179832,2.059821328240436,2.1338976148758824,2.0746255676462235,-7291.061836076476
-12.109434859126722,-11.789390981847584,-11.846457822805013,2.0237421069144808,2.050412108392508,2.0742327814160775,-7292.265011325085
-12.169003760429216,-11.852050334735386,-11.807241389490933,2.096236633342907,2.03627860791213,2.1014312584533283,-7291.819119780641
-12.184631768758406,-11.938322581896594,-11.811642670591437,2.0351123754813374,2.1183465393009775,2.077240037167742,-7289.764009679944
-12.187312530003183,-11.898980414735115,-11.797464231036725,2.029773458090942,2.129936453786377,2.096001963346908,-7289.6894040328025
-12.23090982804356,-11.85894958819178,-11.779654737045869,2.0268020197264267,2.1025636294744277,2.0052205995223655,-7291.6850382311295
-12.181471833881126,-11.822054263048273,-11.709390057996252,2.022134108371482,2.1350222035679964,2.0959226670063393,-7290.599125618267
-12.248588029338329,-11.933446234651107,-11.781495256252262,2.0301135370238197,2.090402971032148,2.1457519241429046,-7291.847109152005
-12.236492233612315,-11.85915399205645,-11.749091468232372,2.061681475998531,2.135015431571728,2.095082897574029,-7290.323062599525
-12.119759529695886,-11.933057191977188,-11.876091353041156,1.9639333172485576,2.1000085989984427,2.0420386400449364,-7295.664024437656
-12.179318858715666,-11.920910342733146,-11.802144392756091,2.056112703066838,2.112247320936404,2.0804029511358917,-7289.2962486433535
-12.17983456050077,-11.976544105962747,-11.777994355614437,2.043032591547284,2.0736626093832817,2.011793776099205,-7292.13188088796
-12.088306437506796,-11.859478833858384,-11.726339634119293,2.0553294286069232,2.0832936252395347,2.161015588876115,-7292.9889482548915
-12.244359808469397,-11.8601987097791,-11.662871134783957,2.032324858834376,2.0965785240138985,2.0759306567280458,-7290.863654755331
-12.21718850502201,-11.927134250714257,-11.794443717851074,2.0297630025424174,2.080976755031271,2.078765142616956,-7289.485413409787
-12.1934490080313,-11.947437342725562,-11.758053871266398,2.0366344527948654,2.072365183233513,2.067343080735562,-7289.624609000583
-12.22326028909523,-11.949906273796447,-11.78935871702663,2.047151316082389,2.0595304937266543,2.064101789871089,-7290.330528124002
-12.13395948812154,-11.896394856540331,-11.702360253675929,2.098112847619593,2.12000143864414,2.179206219175691,-7295.193084959991
-12.176054531917824,-11.881226974785763,-11.815590265917972,2.086078787744763,2.070774536874754,2.063565837411244,-7290.044842576998
-12.106009131873652,-11.964779397482962,-11.699417317905056,2.0287885537008905,2.0343845194899246,2.1483068792727646,-7294.832967139962
-12.186616053939716,-11.930926154911287,-11.775361876095282,2.0230961590923955,2.1410685559569753,2.04515946829841,-7290.8166001852405
-12.155897126016617,-11.863151766255081,-11.803788299004543,2.0073409704301595,2.086005319610539,2.0202263795301527,-7291.123804628871
-12.141468893476818,-11.829365743688687,-11.749038920728893,2.045120975227979,2.067136129470686,2.09552950315944,-7289.5373259820035
-12.179890297406999,-11.867255121010704,-11.776358042972362,2.0567233976631605,2.115190554900694,2.079439965343901,-7288.931394589657
-12.222178710663334,-11.91384886361513,-11.860207727108298,2.037271286172783,2.077295129676567,2.0856338075164085,-7290.359890554145
-12.225038400677905,-11.91916814158812,-11.759680939886067,2.0123636033329704,2.0751137143562497,2.0544231770751056,-7290.187319429787
-12.178434873237968,-11.81263776601025,-11.711064664375169,2.034555093834969,2.083375109529694,2.1217260026478733,-7290.319087132208
-12.163728442746729,-11.860292969341712,-11.784315161233932,2.0536983357113137,2.069228957869692,2.068427722064145,-7288.9837751389105
-12.180607561798723,-11.928027544034913,-11.802452414145225,2.0481485674017583,2.1376082714192277,2.118544372126004,-7290.69425934311
-12.134294934761561,-11.805835526979118,-11.759725027139213,2.037958174924281,2.0947989938654255,2.0212812172812193,-7291.018112378029
-12.237454501082949,-11.737654294062573,-11.610404820024392,2.0183384173052246,2.1451761434104983,2.120586769595438,-7296.848432426247
-12.234440735069285,-11.942194020726282,-11.849477782829299,2.040236819943426,2.0593798834547705,2.1088420819652773,-7291.451832880979
-12.15539150825583,-11.905596043193093,-11.789707638550436,2.0665898054266214,2.07566740365758,2.0666876393052793,-7289.295607426282
-12.26924911831616,-11.978102517840957,-11.855716210292703,2.015229934099883,2.0905090073402155,2.0252421182985496,-7294.31132166596
-12.255403575162077,-11.813322946324549,-11.784442673104248,2.053395420014574,2.0921458570341036,2.0678694648016602,-7290.221405170866
-12.142789727716938,-11.861955508845343,-11.75241656351203,2.0627854649752675,2.05390092924426,2.111574772748802,-7290.108429683824
-12.295044105625301,-11.890037483898963,-11.700997736380208,2.075494203021412,2.1258644502633044,2.0844022700907106,-7292.554258037788
-12.17427495939067,-11.835281042686729,-11.827732977276332,2.0502132018115753,2.116489823228158,2.1216985036757112,-7290.276537126909
-12.274703394195116,-11.991449153853583,-11.794388672596305,2.1156582986890524,2.0610994226861954,2.0724515693834857,-7295.115523870521
-12.212372101371257,-11.882385818237058,-11.635893132752344,2.0199666537930416,2.1060392674778186,2.0832179687980963,-7291.409174652601
-12.140354314128396,-11.886670677129054,-11.85094084466733,2.064844282919636,2.1505892796636115,2.1124511985530594,-7291.918113296663
-12.142971535356015,-11.876186584339528,-11.772480653319779,2.0518483464273265,2.1099960949103576,2.1182370945042726,-7289.645048701034
-12.193648007325924,-11.82203421859914,-11.767452860903125,2.0446610626207606,2.1443482340736493,2.028489049510513,-7291.241630819471
-12.142599803939735,-11.897624851259593,-11.73238262140321,2.056676882749843,2.0467583148026205,2.074454379448107,-7290.039400185701
-12.152493767756967,-11.861843172140984,-11.808210722828898,2.03973997458605,2.0755323812846553,2.087731586637006,-7289.098457654624
-12.224516117333184,-11.790524250087296,-11.81720035061243,2.051202055093242,2.1140668381657193,2.058574614413358,-7290.589362871094
-12.198993782616398,-11.908456872771783,-11.713983775644511,2.0587931851743777,2.0846151154337567,2.0553759397704643,-7289.533416157935
-12.141242269524453,-11.89139699330798,-11.835431707366732,2.086101739968562,2.068093838708636,2.1167935180435777,-7291.152157485187
-12.058347233991295,-11.813114049167941,-11.781882308310717,2.026230939110835,2.1591967476407845,2.096893170457358,-7293.975656676368
-12.149129652486822,-11.81840235780453,-11.78443123608265,2.063454164944012,2.101521588969652,2.115836839467403,-7289.986568739365
-12.170371240736646,-11.791301807662801,-11.839031624130788,2.0145675797162856,2.081174089187672,2.0834661726663946,-7290.72862734333
-12.257507737814421,-11.990968622669632,-11.757345104595059,2.0925915471435337,2.098709132242624,2.1189531875075973,-7293.377764608707
-12.221790020690506,-11.80401324224655,-11.717372289120048,2.0479622323983095,2.0273563521107363,2.048236198894702,-7292.200983805899
-12.204102634508736,-11.90662931469187,-11.690360485379244,2.0269833209189763,2.07091380727756,2.062595110684124,-7290.068909514701
-12.174973200991223,-11.920383223435456,-11.660954212229525,2.044553090628128,2.116579232665649,2.0842249045890684,-7290.606632019893
-12.177077589151622,-11.792122133174232,-11.8251420359902,2.023236879003839,2.1521914586793307,2.1521425465174526,-7293.778627844556
-12.116048698769127,-11.900089206861036,-11.847411514182493,2.017120757563843,2.1165361962591493,2.0763121677408676,-7290.9340805314105
-12.19027923538565,-11.884718156904075,-11.678071974091445,2.0361501937180746,2.047511410836256,2.045429499258924,-7291.033192659267
-12.138457325285016,-11.941698798984806,-11.886796199479228,2.0531383846424385,2.0710382380676378,2.09090456666048,-7291.6188461348265
-12.199915906771366,-11.733014803927297,-11.683926928885958,2.0936731229600074,2.0482887399609377,2.093086231675935,-7294.422310537056
-12.177948591220275,-11.928875368825517,-11.750468339181523,2.0087811436985383,2.0906619333377883,2.048619955804831,-7290.126885414691
-12.230794361931547,-11.85936018613154,-11.81860076505921,1.9851042153101037,2.055953753593189,2.0986769490891426,-7292.164082372099
-12.176378740555304,-11.849687160245415,-11.742702071068804,2.08238681668237,2.087791442918182,2.097123027034224,-7289.627903798136
-12.265725338276301,-11.812155139093312,-11.822962249925906,2.01213835178176,2.1095884066760826,2.0988968572969644,-7291.75924236681
-12.170646658120813,-11.948553609802305,-11.840960038884688,2.0652356905688323,2.0519112714541294,2.054790509798002,-7291.240121362262
-12.183920171128658,-11.923636467182233,-11.812969583163012,2.0076988650810024,2.071299982414017,2.098476902525474,-7290.283673768168
-12.1689967356613,-11.8559207738662,-11.679540833622623,2.0342017744636003,2.068584906987536,2.027285358193036,-7291.091332966256
-12.196195800706006,-11.952058048305764,-11.818641024371132,2.043735389351718,2.111808079785863,2.0885870029800913,-7290.014291337857
-12.298627822146262,-11.803797102227788,-11.713810413976857,2.04655926582731,2.0150267666530732,2.1030917701169094,-7295.172270131902
-12.194504495943296,-11.9397396655743,-11.74228689903925,2.077550449580545,2.1404558014416972,2.068362816965801,-7290.918035994576
-12.175544449235682,-11.804455014943867,-11.795703505537174,2.068765428127811,2.127060061133742,2.114976889709653,-7290.709352792752
