ep_R_wt,ep_R_Q21M,ep_R_Q21A,ep_R_Y20I,logp,sigma_wt,sigma_Q21M,sigma_Q21A,sigma_Y20I
-14.362104151119162,-15.931859695365699,-10.158238925793533,-9.65415454831797,-8.430923743211581,0.011314879091083505,0.015627852130973965,0.08202808841828098,0.1100019787741661
-14.81805308548281,-21.923299975054036,-10.092918960267951,-9.714416941498046,-10.926009978089288,0.016885594964949676,0.02307660202353772,0.10176007072800437,0.1317224093963149
-13.81630847267675,-15.577504729475002,-10.108527915107722,-9.736561056029787,-9.724248252400727,0.016543165984064058,0.019518174704232255,0.11877941078727593,0.12906438768246253
-15.089468568838232,-16.343719719502595,-10.223411794518535,-9.773125949789348,-8.998049592203891,0.016508874197638215,0.020038681698656222,0.10009122698961792,0.09747788543987983
-14.392690569105756,-15.473746004580681,-10.298065156392104,-9.565631628664002,-8.429195703864854,0.014595314808732412,0.021768878028059636,0.07332385430546891,0.10616907975453489
-14.013503405860236,-16.04525439569992,-10.15507170402855,-9.88970227401302,-8.894370228488913,0.01602048071073493,0.021137969559770646,0.09304157588697042,0.10600271686722186
-14.621820158796114,-15.374089575708117,-10.203535208431209,-9.837130665976181,-8.620825009793162,0.015050329033385816,0.019074587200580105,0.07757568718838374,0.11370882774617902
-14.341281622862349,-15.77954071731275,-10.297061166863742,-9.849764862524918,-8.589455978046521,0.017180850585971776,0.0181621518091945,0.08991153377890507,0.09904379560289363
-14.43022110739443,-16.322212512471022,-10.195466334715611,-9.779840487321808,-8.758998912074695,0.012397373399401952,0.01861193449707453,0.0818409717202642,0.11458471689746556
-15.023807561735856,-16.601871003904954,-10.123265362426979,-9.54842412741664,-9.591756649695341,0.013372456921975652,0.021182994629238523,0.07403963983167323,0.1489207739208669
-14.29462745180273,-19.850351633237114,-10.186219748942754,-9.747745628865067,-9.68396529487887,0.012771392621954225,0.020380255453500147,0.09528465372428956,0.11296825073212753
-14.602668256030867,-15.66476717688544,-10.268322205305823,-9.804405572250758,-8.640138341611296,0.012963731126984434,0.018785979589688168,0.07973101085189113,0.11344327353252914
-13.96243722060155,-19.104497421617804,-10.353111990646703,-9.690781613727284,-9.110552655295297,0.01850741522020383,0.020515684684392948,0.07193027426884809,0.11034839872468984
-14.323967767205527,-15.875870227966528,-10.257341621001636,-9.810990114742527,-9.274725293275997,0.012103421274225224,0.018756287655880916,0.08620407577056241,0.1378974339686692
-14.585168128694232,-22.820723799932566,-10.0677581335634,-9.659450504577732,-10.531761425434265,0.01561951196206759,0.020641397194668325,0.0929425700056672,0.11995829134811518
-14.789193695736145,-15.617908049749351,-10.084458494642542,-9.553556466216675,-8.977626915406287,0.016115243873598438,0.021105558576470788,0.10152153669116312,0.10188306816149198
-15.217799307550044,-15.417474197155169,-10.186486670201008,-9.860646601123026,-9.79102221379629,0.018111862779943966,0.021511658372144363,0.11445670622364268,0.12158129922832132
-14.660421615769938,-15.609164977515535,-10.3741385412773,-9.644951065485392,-8.493888339014264,0.013408346383725891,0.019749556415861954,0.08552194354766826,0.09951556235316988
-14.082005616009317,-16.33243626471563,-10.367346924301822,-9.558524661873422,-8.401955871746152,0.01594986283187896,0.015764399973917917,0.07418975159573424,0.10907273477939886
-14.243899691411341,-15.361521535277323,-10.205892422210347,-9.764969294598055,-8.594338543097729,0.013261227286579271,0.015308659803015398,0.08991525094395326,0.11317068471342855
-14.402045126347149,-18.20535779504579,-10.29701442109346,-9.602036626008799,-8.512902886400932,0.012330287661256347,0.018563444054256657,0.07637772484758693,0.09415359877142242
-14.110402649018924,-15.548293638621024,-10.41972163399334,-9.764114254021402,-8.725400670517836,0.013598980764547932,0.021043022402486063,0.10160556387735453,0.0959524316023777
-14.448382361139544,-15.479976865506824,-10.302110743300254,-9.63029774327852,-9.585440676097967,0.012896024441867299,0.02143282497831355,0.0956911294982404,0.14062553123484545
-14.246589033337118,-15.390018876971086,-10.328175798351118,-9.646219963741688,-8.535850004973334,0.01348186156633911,0.0195242606532879,0.08509126323982712,0.10681759194209332
-14.10160968762722,-15.396166130725588,-10.267077352708542,-9.784659191571826,-7.7453129126270674,0.013657866482615875,0.022077727005694176,0.06551518192282012,0.0839759506322178
-13.809670878411314,-15.279830610278342,-10.218039207908276,-9.656921503763472,-8.6541778529199,0.014053632291348631,0.026771978264259286,0.0948567139475273,0.0934656752902704
-14.537801584395467,-15.838899114056767,-10.254684297451155,-10.01885871534554,-8.74614603391031,0.01320627521641331,0.01812709207482573,0.08655125357565498,0.10954682523878091
-14.017556651717172,-21.741632090370803,-10.308344441533674,-9.69883293980655,-10.320844712070475,0.018569590490280476,0.01818076224831447,0.07039031057923162,0.14668942944135588
-14.808112977124624,-16.054192732411224,-10.24213594710145,-9.937270786996276,-11.051205728076804,0.01951002740243384,0.024095816640989504,0.1128571167042268,0.17196746812162164
-13.9032653387093,-15.972923034635215,-10.201213934036408,-9.65576941721084,-9.006262940233315,0.019385794897396585,0.01749988913881747,0.07659632807384194,0.1323937861332546
-14.337701300042072,-16.43128282257904,-10.277922214588221,-9.435667228118188,-9.69401244210327,0.015999242887431146,0.02055382643362495,0.10482927493034605,0.1294985950992949
-14.034315909520782,-15.891207005893532,-10.527369518762768,-9.65749772881806,-8.997633770951271,0.015521979607409852,0.019235059345796376,0.10764430715419034,0.10164517539015418
-14.373902926630924,-15.160651755526043,-10.372261224018388,-9.852198188487566,-10.237797102870688,0.01137024529522344,0.024216905307988,0.09369064651477621,0.16966139708787414
-14.251399299783387,-15.589963908681328,-10.306527546268896,-9.704241683847302,-8.715944782228963,0.014110542283696386,0.02026986519813523,0.10488948017559402,0.09345352739631703
-14.31556875230753,-15.606696359100443,-10.502300319416754,-9.701527946492646,-9.693748577621495,0.01481715765783545,0.019561162755985132,0.13370839755847505,0.11033117914470389
-14.666638059870985,-15.539427858981611,-10.195098932538992,-9.724535917851771,-8.943327795698863,0.0165974493893718,0.019466858810042585,0.0818892904395345,0.12171613330634598
-14.055311578240257,-15.175339210204454,-10.10502331299516,-9.76885486974029,-9.275344410735455,0.016304017793602608,0.01884610029806176,0.10683243943146055,0.12191968690259151
-14.074851783305087,-15.896229252572807,-10.297706332168262,-9.501249558293713,-9.058523727622717,0.011458610914086877,0.019995557897895696,0.10007908673524839,0.11604614259635247
-14.469945937067209,-15.69076981905354,-10.222862115197705,-9.721127254146927,-9.778552376280455,0.018178052234899586,0.020238862432359714,0.08815781350684447,0.15149981242325755
-14.583995269591837,-15.884851023320204,-10.278416842193074,-9.757570534631249,-10.170493031631732,0.015219546198332818,0.02003591528447357,0.10895799249687863,0.15127060654642158
-14.094499793308655,-16.498714804404415,-10.26955485100228,-9.755555707139154,-9.068265806661119,0.013988506819749696,0.02249592163535297,0.09351748248471983,0.11022369383600024
-14.289598276004329,-15.400952227336889,-10.423375847128177,-9.72181262086259,-9.110035983913269,0.012771056726343417,0.019410047764607002,0.08799318416174387,0.12996702373041116
-14.226544554998226,-19.581283594369957,-10.314434836477822,-9.663876809313773,-9.086391260957049,0.01319775864175914,0.023478136641023772,0.07638076583590556,0.09953996298388351
-14.41781783241186,-22.928135022837477,-10.118275193032282,-9.763051364706952,-9.734221600464974,0.01410485615847875,0.01967012055447627,0.08528374412640877,0.09319963787879694
-14.09758572021187,-16.3017503949241,-10.342598924837285,-9.789714537787779,-7.6982639812692994,0.011661387813994364,0.017595373488692126,0.0676255485917937,0.08309917808682435
-14.495889037597074,-19.073062535196975,-10.180594145520228,-9.724343709887574,-9.117791964132273,0.01510222032811259,0.018253478804405244,0.09804917642264738,0.09177237722298061
-14.719851893637294,-16.433244547426355,-10.190649115289053,-9.682832304838664,-9.355629509993168,0.015726386453247164,0.018920502842857994,0.08759556526049611,0.13059582173127737
-14.89592903566178,-15.660213827529422,-10.29596013788343,-9.88502253967486,-9.679742241512914,0.014499764646148362,0.017134859893263788,0.0916957490570168,0.14883183689517748
-14.37480940778,-16.272338490168963,-10.353524468019417,-9.772463177998022,-9.075690199619098,0.010359177924693729,0.027380771490854192,0.08476000907091709,0.11252011571706726
-14.260306891184696,-15.521315718687825,-10.309666157991881,-9.723752529692396,-9.830608549846858,0.010737452973010543,0.02150327506049824,0.12900363467578493,0.1240449947370956
-14.06440530527415,-16.095004917996008,-10.28279549299356,-9.629710666924492,-8.76993590199857,0.014053020337019063,0.020608756918150298,0.08673596729876805,0.10987449188718933
-13.93747312369654,-15.347421573194524,-10.125944562441857,-9.755017865303822,-8.555671461313503,0.014692021276619819,0.018320111368312974,0.09099250654494026,0.10560949942429008
-14.822141706301101,-19.792499409737708,-10.245371430203948,-9.539527753113111,-9.648118930000363,0.017167398694905845,0.022940610665833694,0.07943265097789974,0.11412735147032106
-14.328489393906535,-17.069933019999507,-10.227924965013921,-9.731928742833247,-11.037811981194418,0.015092919251832397,0.02372459381601657,0.13120752675938693,0.15717849027684716
-14.20922689861019,-15.55986465413122,-10.427526677300582,-9.846001634901485,-8.601357651503825,0.01494781835812245,0.01968114119702782,0.07585800465652148,0.11335992875685746
-15.043260288466273,-17.030308459711513,-10.29735954968037,-9.78198589631355,-9.977395747909483,0.015972078376863957,0.02127248781212793,0.08511650722410863,0.14905564515937045
-14.514770885762472,-15.15843190974894,-10.198845323310072,-9.70259590028504,-8.984404850938677,0.016275199586944573,0.01939547569937976,0.09891967237098785,0.11232807438106057
-14.345203789466929,-23.038845801722502,-10.293784127576965,-9.683167725248842,-9.615149108036828,0.013794534913510962,0.021885748232064108,0.06921764159002064,0.09810382100318829
-15.205244453913249,-21.87707461634242,-10.176232467871364,-9.825410100817932,-10.985341937180884,0.020407376715664807,0.025335828200155848,0.07789345856386976,0.14553806421317309
-13.956725155243907,-15.725774221062533,-10.356477515249157,-9.65831198447428,-8.729611531708803,0.018845605815316406,0.015072402022540426,0.0928152614286536,0.11065363599360119
-14.145417718217312,-16.00092507704884,-10.24556942520698,-9.654532687420408,-9.355116481122643,0.012781409408633706,0.02056975734541853,0.07788577113536477,0.1463951211350295
-14.100772392470223,-14.71391762709933,-10.143381633607426,-9.408062595313844,-9.482710478017562,0.013162474900490193,0.02420462112532665,0.07404888081101894,0.15798756265239614
-14.204275249719629,-15.476515334782393,-10.197175037848067,-9.553391677327975,-8.314625693482272,0.012483747654449028,0.017284740417281293,0.07433692714739015,0.11190973014473407
-14.7245961242344,-15.748265568540852,-10.316107345211416,-9.821473512974224,-9.152485740600325,0.013724730768568054,0.01723392026247045,0.08396245275993316,0.1333573615110798
-14.180552375390366,-16.54074696303216,-10.391564843906345,-9.724823326798964,-9.791229310873382,0.012092001999409149,0.019642675320790424,0.09020012773367285,0.15208627541723957
-14.084218999755,-15.770419769727182,-10.290537530937957,-9.746321324689852,-8.401324155602437,0.0142803946666096,0.016163990666631236,0.07514317668868138,0.11314992665112134
-14.280956138160636,-19.260185005481414,-10.35678431429825,-9.669532633543604,-10.418804125065217,0.021347185744576017,0.01940473026101749,0.09416895485965794,0.1458893766801787
-14.424951572429963,-16.110573854941567,-10.302416206956378,-9.59327434841544,-9.401634434739467,0.014343057692416613,0.022085225788467656,0.09900070769941059,0.12216485927020358
-13.9175229117269,-15.926833254122558,-10.081731431435607,-9.63771375579664,-9.522878541635766,0.013291014965510356,0.02105862369660754,0.11724108954141346,0.11891354013637541
-14.388394311521559,-15.265887446821877,-10.235585943697291,-9.520142265132378,-8.436140269517685,0.012807808605198801,0.020397390194905888,0.09128362294334315,0.0961319042420929
-14.500828516696115,-15.31735959623671,-10.18208548828825,-9.748931312188205,-8.635431040720254,0.014840110121838146,0.01602755833529344,0.08215767627642928,0.11797381321335874
-14.54317892942497,-15.50453611878808,-10.16829402238475,-9.594313352588921,-9.337551739401258,0.015064269467500287,0.017946922365613304,0.0819070339870723,0.14568644005917908
-14.088338573063119,-15.371251816101388,-10.22356797245379,-9.773456435164476,-9.636071378201551,0.016742668239739723,0.01851354431937766,0.10399007833829121,0.13957283404025453
-14.483606016281575,-15.477352028067441,-10.21404259048018,-9.760250596422908,-8.607918385542712,0.013672273585713636,0.016137889552086074,0.06343635640299587,0.13362454325831322
-14.229346749514784,-17.61953196901214,-10.314244207145455,-9.757883544302103,-8.715169849801871,0.011099032758151575,0.02055391687662943,0.09253803119394982,0.09147833456004584
-14.564996915459298,-16.109043552412057,-10.200984794305988,-9.69188524915894,-8.936923329326024,0.01368154175309612,0.017250581023229003,0.10072617638274624,0.1079551240597584
-14.599681484886261,-15.397730980583436,-10.39871314097064,-9.681458226338155,-9.260077110189638,0.01652403869699608,0.01700073569493964,0.09733881889918296,0.12736129861949583
-15.463236922603011,-15.586013293503742,-10.26434970560073,-9.69171447093223,-8.558932606892862,0.02184675653164493,0.0192715411903176,0.07524376926402064,0.09931743227727252
-14.465670938892753,-16.24124703513882,-10.247426788819645,-9.766283214411569,-9.435953521904269,0.014472506283802412,0.018715044319350324,0.08508318961259405,0.14075373439800765
-14.773716950292972,-19.439875266349517,-10.229038720729838,-9.725655494088786,-10.865743628209437,0.016812964238780582,0.02196993200231191,0.11913456217610006,0.13897840791492502
-14.49673331651258,-15.544232699997071,-10.17415866478089,-9.871991296196482,-10.179510072640307,0.017017029203870156,0.01988087821934693,0.11345247491653133,0.14837133146854325
-14.24480867348922,-16.741549710414304,-10.251615973642666,-9.719507209137006,-8.778798841985504,0.01461320493589589,0.021770593821960872,0.0859882651758918,0.1019735299840323
-14.24203254036371,-27.432219619377076,-10.324901551428391,-9.793548495563192,-10.972652393814831,0.014946948268751214,0.0163756075056086,0.0842515381516927,0.1045527249108328
-14.508490511993807,-17.274447939464924,-10.397999297308369,-9.674186103476108,-10.665595878126034,0.01354410238350859,0.0221416200420552,0.07935352617578637,0.18832638518048447
-15.024767338580078,-15.632929151119036,-10.277869177884885,-9.611452587367191,-8.990228799514899,0.01894883212528151,0.02169974685583643,0.08596836670025897,0.11074269435773494
-14.223195281709827,-15.462332863198572,-10.330705132555266,-9.569490459577416,-8.376135333825207,0.016295451868900624,0.01782941880446083,0.0724652891521826,0.11103304386241532
-14.037699326960357,-15.45944256620977,-10.150726386921662,-9.651960354720178,-8.668640383462613,0.014464510735803437,0.020058684387381825,0.09876185336910363,0.09986081997080168
-14.150976323675794,-15.07943940744654,-10.332589698105311,-9.42198484080199,-9.04443847447858,0.020356237462577996,0.023704124826663262,0.09571162116555552,0.10841379322304177
-14.114150751441981,-15.238250215680136,-10.249738304246472,-9.758925514587109,-7.745219732981338,0.013472396934733942,0.015959833741253024,0.07526290707046271,0.08778530439762605
-14.46782666099547,-16.693260619955435,-10.374148697715365,-9.53063872536955,-8.706699191016122,0.013331226354639946,0.02101082729269797,0.07764488946825158,0.10757999279327757
-14.43785173469939,-17.376008327828142,-10.388949245988046,-9.6864622421551,-9.048558720364763,0.01395855770501451,0.020544264834741952,0.06635839428505202,0.12823396269621715
-14.43316016264551,-18.257117784407694,-10.290395817766216,-9.622639491262282,-9.933406101183824,0.013675982269763761,0.020228263105315447,0.10052677227219661,0.13225068442686888
-14.46040815837506,-16.154652682021396,-10.323813087604819,-9.609014235211376,-9.030684617551126,0.0172815258539675,0.02137080536369816,0.08082079894119863,0.1193613807007638
-14.298952810198632,-15.55360002948993,-10.320888560078995,-9.687013932983266,-8.733754454932397,0.018534318558820158,0.018415886957718793,0.08975664271687529,0.10696495566704216
-14.453437867346674,-23.66151287318093,-10.497399371001412,-9.834763551488546,-11.025258188655506,0.018909776450508387,0.022620847859789916,0.10710415503109993,0.11146577502998298
-14.044398686942644,-15.988698718892012,-10.149130522899572,-9.342914335920671,-9.286697382274491,0.013538529617794778,0.020888986726837682,0.10400429385804029,0.1183969717993765
-14.427460704772663,-15.429619020332007,-10.32453289588115,-9.90865234789064,-9.095155347666767,0.013324132718628772,0.022317296845659664,0.07351461623218937,0.1346245578684833
-14.365918884405248,-15.339501673631233,-10.183852797184189,-9.678404262108772,-8.767245936712603,0.014530058966866172,0.018042567029532188,0.08362447003553383,0.12042233003723446
-14.032016229260684,-16.457068689664048,-10.229424852839967,-9.713546359988722,-9.61889499011229,0.011823157188438063,0.024894948812923708,0.11119198861308985,0.11826325758082935
-14.262772556568557,-15.62598644312457,-10.169353806623326,-9.59429290698186,-8.838546060719606,0.015291426989306545,0.018754281194712036,0.07907376747237374,0.1246556101347796
-14.368148693497783,-15.672038260244744,-10.376455204266575,-9.311051695055408,-8.39621865836219,0.011888775647375992,0.01710680546631211,0.06963954463217942,0.11653174084294958
-14.338408647520046,-15.411453624588834,-10.282076437611366,-9.65961650578252,-8.8435755108112,0.013958615201932464,0.02361108052617118,0.076190483441352,0.12053586946725962
-14.381580770541952,-18.9835777265073,-10.246201323072215,-9.523828967876632,-9.843013891560009,0.011031950674457197,0.022592322917596372,0.1014056338049668,0.12000798624687596
-14.192658236343252,-16.040542831360643,-10.340646467344587,-9.83036814641686,-9.354883605353468,0.010778093082676868,0.017209495194156394,0.08822672850982242,0.14293767324317322
-13.982752727039415,-18.007499659373263,-10.337962163786354,-9.661630123824557,-9.021001587281887,0.018226798428511052,0.01705779348926591,0.07600355798677735,0.11859856288232953
-14.194008266742372,-15.239590244694305,-10.23211482295671,-9.902919951900344,-10.275110995483027,0.01767397285709584,0.02257685301944574,0.10694784618390801,0.15677273048133594
-13.956468283134948,-18.637640769203387,-10.286706370839074,-9.751125343094646,-9.74300919252715,0.016167015430723207,0.02004018622084497,0.08451926693326997,0.1352673641262293
-13.96565233873004,-15.167746755404659,-10.44124332600037,-9.655029911867041,-9.661053453474187,0.015305382134138512,0.02362670684489728,0.09312834934053169,0.14410226694990305
-13.889177372436366,-15.538550671596827,-10.17524406167374,-9.776152382646556,-9.240197831732992,0.013852877897742243,0.024231225646548,0.101322106905438,0.1164115859953651
-14.489032102885748,-18.38530565979453,-10.219613730223761,-9.662475189460006,-9.674602843982672,0.016486233976396585,0.02218428084733237,0.09278919889405995,0.11970262857599273
-14.451567246205672,-21.375363021181332,-10.075358240566706,-9.703475006834447,-11.073061646658648,0.010853211493925879,0.020955363494206826,0.10741454993248335,0.15121939925687594
-14.296147641810341,-30.224527395850853,-10.173292328920727,-9.740638482948562,-11.986519863539218,0.013952216892256565,0.018725633096285957,0.0770451688266133,0.11796151903927272
-14.069423845952217,-34.322631485235064,-10.339279730174274,-9.790980484142096,-13.356470799308235,0.018703392813422627,0.019160404300672132,0.08450546812275327,0.10822250889047767
-14.269233145226826,-16.1449114532838,-10.169848262122596,-9.696254536674724,-9.365535824494462,0.01614942161022267,0.01926102444383066,0.10622287210557932,0.11813736364687864
-14.704733811559692,-16.32201111689865,-10.279556495900614,-9.478398056801689,-9.85341078936815,0.010821951601839854,0.01697447501565377,0.09994654101662391,0.1515784564522165
-14.435579784031091,-18.808531778660107,-10.277547301583722,-9.521171512129316,-9.884806421767117,0.012124605163975807,0.02209667263127014,0.08868841672735701,0.13437861637853138
-14.376865382737464,-15.992420311247459,-10.184689064818905,-9.795387708600703,-9.752626662034817,0.012840372275503557,0.02954732634052279,0.10024295748710202,0.1255737131493415
-13.899793187660217,-15.313630200556627,-10.32182039665851,-9.80951948901045,-9.505504154642718,0.020000961661364055,0.0179858139678341,0.09170388713411853,0.14335795088743866
-14.247293089716333,-15.758845523066848,-10.328703858911128,-9.815179380321245,-8.774745251653437,0.016157826574956784,0.018846183508496237,0.08036665061959929,0.11696799090155471
